customer_id,full_name,dob,email,phone_number,address,account_status,risk_category,registration_date
753e53a8-6466-4930-8,Frederick Oneal,2006-12-15,mcdanieljoshua@cox-johnson.com,031.777.9045,"1676 Virginia Port Apt. 587, South Hollystad, PA 47243",Suspended,Low,2021-02-11 13:01:28
a488f294-9ef9-4755-8,Shaun Allison,1973-07-17,michaelstephens@hotmail.com,(442)006-5049x735,"0810 Gibson Pike, Lewisshire, DC 78136",Active,High,2020-09-04 11:52:28
4e9f4e03-fe5e-4cc7-a,Tony Harris,1981-05-08,colsen@thompson.com,001-788-053-2362x15607,"198 Bates Neck Apt. 577, West Melaniemouth, VT 26671",Suspended,Medium,2022-10-31 00:50:56
d78115ec-190d-49d5-b,Lauren Allen,1990-01-06,juan28@hotmail.com,0988300086,"36844 Johnny Corners, Leslieburgh, ME 76152",Suspended,High,2021-04-19 17:44:20
37dee591-8741-4528-9,Michelle Hubbard,1955-03-31,felicia30@brown.org,(165)414-7539x11170,"310 Jackson Plaza, Karenland, OH 38746",Suspended,Low,2024-06-08 02:59:21
96163043-22a4-45c3-9,Joyce Smith,1975-08-17,lisa95@barrett.com,951.544.4596,"996 Kramer Gardens Suite 693, Graymouth, MS 55309",Suspended,Low,2023-05-14 10:39:40
f150675e-d681-4220-a,Robert Armstrong,1978-07-25,wileylisa@hotmail.com,(206)701-7490x61810,"591 Adam Island Suite 155, North Douglasburgh, NY 91133",Active,Low,2020-09-19 19:25:58
74f945d4-fa41-4d23-a,Megan Cowan,1956-09-11,wangmichael@yahoo.com,020-180-7157x0125,"5236 Elizabeth Land Suite 317, Fieldston, CA 01483",Closed,Medium,2023-09-28 02:18:05
eeee3b18-fe25-4177-b,Bonnie Kent,1969-03-27,jacob55@gmail.com,011.030.4485,"0789 Sharp Inlet Apt. 559, North Adam, WV 26881",Closed,High,2023-10-18 11:33:36
1ec6d3d0-fbf4-4afe-9,Suzanne Moore,1984-01-10,uthompson@james.com,704.365.2423x2348,"21945 Osborn Ville Apt. 712, Woodstad, OR 56272",Suspended,High,2023-03-13 06:03:56
d67c77b8-2567-4581-9,Margaret Schultz,2004-09-04,cwilliams@gmail.com,+1-755-389-2536x0753,"207 Solomon Ridge, Johnsonport, RI 88335",Active,High,2021-09-10 22:17:51
6cd595b8-228f-445d-9,Dr. Joseph Perkins,1968-12-05,wnelson@barry.com,001-450-165-1191x71633,"479 Brooks Underpass Apt. 970, Bellburgh, WY 38041",Closed,Medium,2020-09-26 14:23:57
96f5ffcf-497d-4c71-9,David Figueroa,1991-11-25,maryharris@stewart.com,4854184972,"1141 Soto Isle, New Philiptown, WY 44129",Closed,Low,2021-10-08 00:02:03
1a592264-710e-47a8-9,Kenneth Burton,2006-01-21,james76@webb.org,(785)003-1888x2844,"758 Yates Stream Suite 956, South Catherinemouth, CT 80440",Suspended,Medium,2024-07-04 01:01:58
515d81d3-92f7-4aaa-9,Dr. Derek Smith DVM,1960-09-04,linda85@hotmail.com,395-092-4645x534,"22068 Gloria River Suite 424, Kristineside, NM 13198",Suspended,Low,2022-09-08 06:04:47
3b9abcf0-bcd6-4925-b,Holly Simmons,1972-09-20,xdaniels@cole.com,+1-800-089-0679x8418,"67995 Casey Spring Suite 269, East Allen, NC 23085",Active,Medium,2020-04-03 22:40:41
a969dd09-cb46-40bc-a,Sean Jimenez,1947-04-04,bryantjustin@gmail.com,(461)764-8165x34268,"68757 Jennifer Ford Apt. 051, Gloverberg, NE 81875",Active,Low,2022-11-08 21:13:27
c6bf29f7-4cd8-4f9d-8,Michael Smith,1950-12-18,brittany93@lee.net,+1-137-964-5716x8657,"6646 White Alley Apt. 940, West Deniseshire, CT 91948",Suspended,High,2022-02-03 14:51:19
dea5a602-730b-4961-8,Kristen Fisher,1979-04-23,hectorbrown@hotmail.com,(671)653-5671x412,"28227 Jones Forge, Burtonchester, AR 51253",Active,Low,2023-04-20 20:32:56
16b6fca3-c854-422a-a,Carrie Walls DVM,1948-03-05,treid@gmail.com,001-479-893-9627,"10982 Anna Islands, Anthonyville, LA 49828",Closed,High,2022-07-22 00:38:06
426372eb-0b97-4c7f-9,Willie Mcdonald,2000-05-08,susanwilliams@yahoo.com,001-521-319-6228x8032,"8654 Vickie Mill Apt. 131, West Audreymouth, ID 15073",Active,Low,2022-03-12 16:32:07
10c33055-040b-46b4-8,Heidi Barry,1978-02-22,meganrandolph@pena.com,+1-236-312-1843x694,"01707 Cruz Burg Suite 096, South Diana, CT 00519",Closed,High,2021-03-27 01:31:32
bd5835a7-6a35-4c87-8,Alison Reyes,1972-07-16,rebecca43@yahoo.com,1768057056,"940 Leslie Route, Whiteburgh, AK 80220",Active,Medium,2024-03-15 02:48:27
3d8033fe-90b4-44ae-9,Jennifer Ryan,1998-12-18,conniecruz@hicks-perry.com,385.701.7329,"701 Martin Field, West Vanessa, AK 47033",Active,High,2022-04-29 09:07:23
ad302cca-e7b8-4e19-8,Jessica Wilson,1983-08-14,raymondjackson@vaughn.info,008-837-1955,"44841 Meyer Points, Kimberlyview, AK 41020",Closed,Low,2021-08-28 07:10:32
6bc8aec9-6068-4926-b,Diana Cortez,1961-07-09,hillkaren@warner.com,(773)508-7883x7637,"954 Alexander Lodge, West Robert, UT 32134",Suspended,High,2020-02-07 04:47:54
fc293dd5-8e8e-4e47-a,Adam Rodriguez,1987-09-14,donald18@yahoo.com,(729)420-7723,"20907 Dana Expressway Suite 995, Port Megan, VT 72229",Closed,Medium,2024-09-09 02:43:37
00ad4b2a-0a83-4086-a,Willie Perez,1978-11-12,ashleywade@reed.biz,+1-426-586-5112,"97840 Romero Locks Apt. 615, North Clinton, VT 90584",Active,High,2020-11-19 14:38:12
38e46eb5-7c93-4c28-8,Christine Ellis,1971-02-22,tranjessica@lopez-johnson.info,001-853-436-4735x8769,"222 Christopher Knolls Apt. 176, West Kevinmouth, NJ 50369",Closed,Medium,2024-08-27 00:57:27
3b7de156-13e0-4ada-a,Laura Ellis,1994-09-03,scottcooper@yahoo.com,+1-157-285-0940x2195,"USNV Davis, FPO AE 70604",Active,High,2024-03-21 20:10:37
1836091a-b80d-45b7-b,Mary Herman,1946-07-12,tdaniel@larsen.com,3038576814,"79798 Hall Points Apt. 527, Amandamouth, KS 71304",Active,Low,2022-04-01 14:17:32
d8a9a549-5372-411b-b,Alexis Jones,1968-04-18,stephanie96@stevenson.com,1627025896,"730 Cherry Way, Ritterton, CO 16321",Active,Medium,2024-09-29 02:19:55
c60a4256-962b-4d4a-b,Marissa Smith,2000-07-18,jennifershepherd@white.org,048-935-9562x464,"05966 Russell Forest, Stephenside, DC 87344",Closed,Low,2021-11-06 06:10:34
41531b9e-7216-4f0c-8,Matthew Noble,1966-05-04,simpsonjames@smith.org,(823)377-4249x60240,"2976 Barbara Trail, Powellland, IL 69823",Active,High,2021-12-12 15:17:27
04150ce2-79f3-4248-9,Sean Nelson,1986-06-22,william09@hotmail.com,4673107357,"90450 Matthews Center, Fosterville, MT 18389",Closed,High,2021-06-30 02:48:49
37ec67df-4086-4571-9,Mary Wilson,1964-04-17,meganjackson@cordova.org,+1-809-305-1715x97373,"1675 Johnson Extension, North Amanda, DC 27526",Active,High,2024-08-19 16:52:55
89d68d3c-0390-4041-8,Jessica Morris MD,1976-12-04,john56@yahoo.com,765-332-4950,"42057 Austin Fort, Stephanieside, MD 33919",Suspended,High,2022-06-16 14:40:51
c57f57d2-35dd-4f11-9,Anthony Mcgee,1958-03-21,lopezemily@yahoo.com,(230)929-1591,"2290 Kenneth Walk Apt. 945, Charlesfort, ND 13248",Suspended,Medium,2022-06-07 17:11:10
1488220a-6168-43ad-9,Mr. Justin Lee II,1987-03-14,ahaney@fischer.com,3553328066,"85545 Mueller Mill Suite 016, Codystad, MS 99536",Active,Medium,2022-05-09 09:57:51
4d3c6606-e86b-40c6-8,Anthony Medina,2000-06-08,jared76@gmail.com,327.374.0538x3381,"617 Bailey Harbor Apt. 042, North Lauriemouth, KS 79540",Active,High,2021-12-28 13:17:29
b028e1f8-6249-458d-8,Dustin Carr,1946-01-12,patriciamoore@short.info,(867)160-0706,"0530 Ramos Pike Apt. 364, Christophertown, SD 84296",Active,Low,2024-05-19 23:11:50
41549a49-5d32-4e82-b,Brett Mcdonald,1967-07-28,andreafrederick@hotmail.com,001-150-180-7770x5231,"143 Lee Path Apt. 317, New Jessica, NE 04875",Closed,Low,2024-12-25 12:34:04
cede70a3-29b6-419f-9,Shelby Reid,2000-07-13,michaelthomas@yahoo.com,(949)847-9503x26557,"6910 Bradley Vista, Lake Rachel, CA 50258",Active,Low,2020-01-15 03:03:11
32ab22a6-2b99-46b9-8,Anna Peterson,1982-06-13,gevans@hayden.com,(835)600-5748x44280,"3470 Scott Run, Port Adamfurt, NM 30531",Suspended,Low,2024-09-26 03:56:55
5a65459e-dedd-4120-a,Michele Golden,1958-11-22,bowerscharles@phillips-malone.com,(592)330-9240x035,"60734 Jonathan Stravenue, Lake Brandyshire, NV 51391",Suspended,Low,2020-07-22 15:38:08
1c86555f-dd36-42c6-b,John Russell,1992-12-24,jason17@stewart.com,+1-682-288-0783x7867,"458 Wright Trail, East Michelle, WY 46608",Closed,Medium,2022-05-02 01:27:56
3c60d3fa-9caf-4a94-9,Karen Benton,1982-12-19,heather73@barker.com,+1-616-502-6513x81093,"579 Alexander Meadow Apt. 026, New Christophershire, NJ 47633",Suspended,Low,2022-06-28 14:45:58
c999d828-6d92-4ade-b,Sharon Vazquez,1954-11-02,susan08@gmail.com,+1-773-754-9557x93993,"558 Smith Club Apt. 715, North Anneview, GA 29937",Suspended,Medium,2022-07-30 04:38:56
92a57a73-e917-44aa-b,Micheal Whitehead,1960-08-03,carrollraymond@schmidt-newton.com,655-133-0885x39939,"12653 Patricia Neck, Port Jamiehaven, MN 97860",Active,Medium,2023-09-29 11:31:12
64e0b2fb-f70a-4f14-9,Timothy Olson,1972-10-13,smitherica@gmail.com,951.850.5793x058,"PSC 0638, Box 0346, APO AP 23945",Active,High,2022-01-07 07:29:57
1a21aaf8-e9d8-4618-8,Jason Craig,1987-12-21,jroberts@phillips-jones.com,795.027.9405x38119,"PSC 0105, Box 0167, APO AE 70151",Closed,Medium,2023-04-22 15:51:42
d532ba0f-a7f7-4cd5-8,Kristin Medina,1978-03-28,rebeccaellis@perez.com,+1-463-478-5837,"2434 Brian Ranch, Port Jonathan, WI 74424",Closed,Medium,2021-08-14 16:49:48
900fafc3-d38a-4b00-a,Rose Rojas,1990-03-05,thompsonbryan@hotmail.com,(533)414-9643,"740 Kathy Shoal Apt. 708, Cantrellside, VA 74877",Closed,Low,2022-01-06 03:07:27
e3f0878e-1a3d-45e6-9,Shawna Norman,2003-03-11,mosshunter@hotmail.com,(574)666-5278x1964,"377 Robert Alley, Johnstad, FL 16966",Suspended,Low,2023-11-02 22:28:41
f7021f8b-da73-4248-b,Scott Mora,1992-11-14,fernandezstephen@hall.com,954.811.5005x123,"09121 Jackson Cliffs, Christinefurt, MI 89094",Active,Medium,2023-10-15 13:44:21
9e0ec83d-aa1c-476a-a,George Davis MD,1963-08-29,deborahhernandez@yahoo.com,+1-842-671-8505x6392,"71549 Timothy Valley Suite 858, Christinemouth, WI 62231",Suspended,Medium,2024-04-01 13:13:22
5ac0ea13-479b-4650-9,Jordan Howard,1995-02-12,jessicaerickson@arnold.com,079.989.6556,"59427 Webb Fort Apt. 481, Jacobborough, IA 99084",Closed,Low,2021-06-12 05:49:01
00b26f68-6c37-4c48-8,Gregory Oconnell,1971-10-01,carrillomichael@yahoo.com,+1-382-629-5437,"8213 Davis Tunnel Suite 156, Nicholasport, OK 84569",Active,High,2020-11-28 05:09:36
6384d413-1269-43ea-9,Melissa Thomas,2006-09-23,susan02@jones.com,001-567-129-1492x266,"Unit 8661 Box 7727, DPO AA 11073",Suspended,High,2021-05-08 17:26:43
87979400-85c8-4f2e-9,Cheyenne Peterson,1955-06-19,fmiller@morgan.net,569-720-7392,"USCGC Holmes, FPO AA 23078",Active,Medium,2020-02-01 14:27:16
5beea23f-f086-40a0-9,Julia Juarez,1966-11-30,joneslori@hotmail.com,528-939-0924x201,"71390 Walter Loop, East Chadfurt, RI 05683",Closed,High,2021-05-13 09:03:49
449557d2-245d-4531-9,Carla Crawford,1988-08-06,hmorales@gmail.com,001-881-548-3250x4575,"51943 Welch Knoll, New Debra, AZ 80457",Closed,High,2021-09-27 02:39:58
2a888cf0-5f14-4786-a,Caitlin Castillo,1956-02-03,ashleybrooks@lopez.com,+1-270-086-2930,"020 Richard Lake, Breannastad, MA 98308",Suspended,Low,2021-04-28 03:31:28
b3859a26-d753-4fcf-b,Michele Brown,1978-02-23,hannah99@gonzalez.net,249-607-0541,"683 Taylor Mews Suite 829, Port Rachelfort, AL 64514",Suspended,Low,2023-03-07 01:04:19
90357804-ff77-4e1c-a,Jacob Martin,1975-03-21,sarah97@yahoo.com,(283)414-3645x29091,"15773 James Crest Apt. 607, West Tylerton, WI 36906",Suspended,Medium,2020-02-06 06:14:53
cb12bf39-158f-4a1a-a,Carla Brown,1964-09-21,karen14@yahoo.com,552-662-1227,"011 Raymond Greens Apt. 310, South Richard, OH 50038",Closed,Medium,2022-09-07 19:47:17
f8f74e8e-3247-43b5-b,Devin Johnson,1971-12-23,williamschristopher@flores-martin.com,281.992.8542,"Unit 7798 Box 5065, DPO AE 96774",Closed,Low,2024-09-23 06:55:00
ddd2aa67-da26-4c28-a,Nicholas Cooper,1944-07-08,javierthomas@gmail.com,619-763-4375x048,"0032 Sherri Mall Suite 617, Beverlyfurt, ME 78922",Closed,Medium,2023-10-05 00:22:24
d99bc5da-e027-4e49-a,Dana Lambert,1970-11-26,hensleyrebecca@hotmail.com,(409)812-3047,"533 Gibson Fords, West Zacharymouth, WY 37129",Active,High,2024-12-17 04:03:04
acd5f371-2d96-4e2a-b,Jennifer Brock,1989-10-12,kempgeorge@weaver-marquez.com,8174870230,"22360 Green Light, Amandafort, MA 67369",Active,Medium,2024-07-13 16:04:10
0fe1fac0-15a2-43b6-a,Evan Durham DDS,1956-02-20,garciagloria@craig.com,347-400-4143x53514,"925 Foster Lodge, Phillipsborough, HI 89714",Active,High,2021-03-15 11:00:17
a25e3f45-10b3-475b-8,Emma Leach,1999-07-23,jeffreyrodriguez@hotmail.com,118-694-9405x19709,"261 Jones Hill, West Aliciatown, OH 75752",Suspended,Medium,2022-10-26 05:43:39
4f89721a-13f4-4519-a,Joseph Smith,1977-07-26,charlescole@gmail.com,0517080859,"60171 Jasmine Overpass Suite 837, East Joseph, WA 64798",Suspended,High,2023-06-05 15:06:29
4c6832e0-072c-4dbd-9,Ray Gonzales,1953-09-10,mckenzie36@allen.com,(401)633-5586x4098,"USNS Anderson, FPO AA 74786",Suspended,High,2023-08-14 03:54:41
37be114b-6307-48cc-9,David Arellano,2006-08-15,zmurphy@yahoo.com,+1-994-517-2231x233,"20785 Henry Wall Apt. 429, Hayestown, MD 40159",Suspended,High,2021-05-26 00:26:25
a94489e1-c3cb-424d-9,Ronald Harding,1965-08-24,romandavid@yahoo.com,689.973.4772x09504,"29350 Jerome Roads Apt. 046, Eileentown, PA 51301",Closed,High,2022-06-08 12:44:53
2a9253ce-8b4b-43f8-b,Dr. Christopher Black,1970-01-07,robin07@hotmail.com,988-071-4437,"73729 Scott Fall Suite 873, Rebeccamouth, NY 92146",Active,Medium,2022-11-27 22:50:30
16eeb38a-c39f-4db3-8,Gina Case,1945-04-15,michael64@yahoo.com,+1-868-978-7894x9513,"79001 Leslie Haven, New Jane, MN 79859",Suspended,High,2020-10-01 04:47:27
55096c60-f905-4e80-a,Sarah Long,2001-06-12,johnsonmichael@yahoo.com,452-001-1705x486,"396 Chung Mountains, Lake Scotttown, SC 54407",Closed,High,2020-02-28 01:10:42
1f9ec63a-d634-463c-a,Brian Bennett,1948-03-28,jeremy01@gmail.com,715.151.2412,"040 Dominic Park Apt. 994, East Melindaport, SD 29332",Closed,Medium,2024-04-09 14:57:41
7823e9ed-74ff-4473-9,Joshua Chen,1971-11-04,cesardiaz@hotmail.com,724.559.8119,"Unit 8773 Box 8979, DPO AA 43195",Closed,Low,2021-10-16 21:23:59
03446f3e-ae9d-4174-9,Rhonda Nixon,1949-12-27,xandrews@werner-kelly.net,859-050-8253x52238,"357 Brian Hill Suite 649, West Amyside, AZ 64258",Active,High,2023-12-19 12:12:09
f6a127b2-1d08-4a57-a,Lauren Gallagher,1949-12-30,xscott@mullins-henderson.com,(841)522-8049,"96703 Morgan Cove Suite 620, East Ashley, OK 79109",Active,Low,2021-03-22 00:16:16
a3d17fa3-2867-4529-a,Zachary Krueger,1966-01-20,stevenmanning@yahoo.com,(849)092-9173,"769 Bauer Roads, Sarahland, LA 32294",Suspended,High,2024-12-17 09:21:08
330e17cd-65b2-4351-8,Charles Ortiz,1987-02-10,courtney30@yahoo.com,221.700.4790x225,"202 Toni Hills Suite 148, New Lorihaven, DC 66665",Closed,Medium,2021-10-04 08:30:25
47dc4e88-4d1e-43f0-a,Eric Kaiser,1998-10-07,vryan@hopkins.net,584.797.4988,"9896 John Corners Suite 995, Annashire, NH 04672",Closed,Medium,2021-12-25 07:14:21
d8518fa1-f737-4dcc-8,Amanda Campbell,1971-04-08,lvaughn@mason.info,001-031-709-7504x57723,"605 Stephens Landing Apt. 472, South Christianfurt, SD 32487",Active,Medium,2024-07-22 19:17:12
7d073945-5615-45ae-8,Sara Taylor,1973-06-24,marie07@buchanan.org,+1-368-883-7434,"4000 Hunt Gateway Suite 488, Erikland, NJ 93296",Active,Low,2022-05-09 05:02:24
e4def978-8fdc-4c9e-b,Adrian Wagner,1987-08-26,katherinefernandez@thomas.com,831.072.9216x23126,"63344 Peterson Place Suite 340, Tiffanyfort, FL 55510",Closed,High,2023-03-17 05:03:11
cbe9cc4d-3096-4c9b-b,Ronald Rose,1983-09-02,banderson@rice.com,(955)029-0453x8701,"7994 Joshua Mission, Robynchester, CT 50149",Active,Medium,2021-10-18 01:20:25
97ddbd4d-7ae0-4655-8,Mrs. Phyllis Roberts,1968-04-29,christopher34@gmail.com,5379958360,"927 Hood Burgs, Waynefort, AL 34883",Suspended,High,2021-05-16 16:43:25
a31b62c1-d6a3-4e41-a,Corey Barrett,1956-11-27,cfrye@hotmail.com,874-123-9767x51393,"20343 Melanie Inlet, New Patrick, AZ 45395",Closed,High,2021-01-26 16:55:13
3e8f6e14-f717-4804-b,Christine Davis,2000-02-06,margaretheath@yahoo.com,8393101238,"82807 Vaughn Fort, New Josephstad, CA 42806",Active,High,2025-01-10 02:18:53
d7ec8e53-e88c-44ad-9,Amber Ruiz,1952-02-23,kevinjones@gmail.com,(988)369-5484,"0298 Chapman Route Suite 240, West Tabitha, WV 22629",Suspended,Medium,2023-11-16 19:25:44
0a41a340-a046-4d6f-a,David Williams,1998-03-26,robert40@hotmail.com,(906)523-2264,"275 Odom Forge, East Matthew, MI 41324",Closed,Low,2024-03-11 14:35:47
12e77302-be3f-4655-9,Rachel Olson,1971-11-01,lcampbell@gmail.com,337-319-4605x2829,"92862 Smith Corner Suite 069, North Elizabethtown, ME 68709",Closed,High,2020-09-25 20:41:46
c996cf91-942e-46e9-a,Veronica Hardy,1960-11-07,ljones@rollins.info,001-554-374-1822x1989,"99836 Parrish Pass Suite 531, South Christineborough, WI 44244",Closed,Low,2023-08-26 21:25:10
46ba3585-ba7b-4812-b,Cole Fox,1969-10-23,brian89@kelly.com,093-302-5622x6455,"37377 Lisa Mews Apt. 277, Phelpsberg, WI 66412",Suspended,Medium,2021-04-06 18:57:01
d5bf7f06-5869-4609-8,Amanda Fleming,1963-08-08,bryan79@yahoo.com,7687606962,"PSC 4926, Box 7009, APO AA 15068",Suspended,High,2023-06-25 20:08:56
2b1500d5-0fb4-4b0d-a,Jeremy Williams,1959-01-25,rivasjustin@hotmail.com,(328)671-6093,"398 King Court, New Bobby, KY 73712",Active,High,2021-01-23 00:54:37
7bb0f7eb-a922-4b02-a,Anthony Davis,1944-09-18,mgarcia@rodriguez-ruiz.com,1866469698,"6317 Martinez Canyon, Adriennemouth, NJ 71966",Closed,Medium,2022-03-06 12:35:13
c2a889c2-f855-4025-9,Sharon Cortez,1991-07-22,onicholson@hotmail.com,286-473-9644x061,"USCGC Brock, FPO AA 35999",Closed,Low,2021-09-28 03:19:03
b4a511aa-7a3f-422a-b,Molly Tran,1964-02-16,haley95@brown.biz,241.918.5108x94613,"8047 Rebecca Islands Suite 486, Moralesbury, FL 28470",Closed,Low,2021-02-02 05:59:13
e2e8bb2c-806f-438e-8,Jose Lewis,1944-12-16,denise39@hotmail.com,493.424.5549,"1115 Joshua Spring, Martinezfurt, NH 48344",Suspended,Medium,2021-02-16 09:31:35
b058d718-aac3-42a4-9,Holly Santana,1990-01-28,lopezclayton@gmail.com,001-118-175-7581x78247,"4580 Palmer Summit Apt. 355, New Josehaven, DE 75770",Closed,Low,2022-08-04 21:36:28
4ed3e537-ead4-4210-9,Christina Barry,2006-01-11,ryanmiranda@wallace.com,001-297-010-1309x249,"692 Campbell Rapids, Thompsonville, VT 26083",Suspended,High,2020-12-22 07:52:08
f94cc866-0b87-4295-8,Angela Norton,1952-03-29,roserodriguez@cooper.com,(706)707-2620,"261 Joel Keys, Kristenbury, IN 40574",Suspended,Low,2022-09-10 00:23:14
d110e28a-6755-4af6-8,Alexis Porter,1965-06-23,brandon01@lopez.com,636-699-6129,"458 Trevino Ports Suite 018, South Lisa, DC 42487",Suspended,Medium,2021-11-23 19:15:21
fd3ed155-07dc-4948-b,Monica Brown,1970-09-21,walteryates@mcgrath.com,050-425-4460x90723,"061 Brittney Mountains Apt. 996, Scottmouth, WI 89277",Closed,High,2023-08-01 04:41:40
c2198b34-3982-4efc-8,Charles Black,1960-06-06,smithjillian@gmail.com,514-341-8739x839,"7615 Sanchez Pines, Rogersport, NM 98338",Active,High,2022-04-30 12:42:17
cbf5557a-18d8-4aa6-8,Rebecca Powell,1966-06-06,jconway@gmail.com,937-303-0208x3537,"51025 Smith Walks Suite 393, Antoniostad, AK 03286",Suspended,High,2023-07-23 23:42:56
f9a38d6b-037d-4162-a,Curtis Carey,2004-10-25,stephenflores@thomas.biz,421-200-3739x0103,"15248 Phillips Islands, Nataliebury, IL 71602",Active,High,2020-06-23 20:09:16
ae96fb0b-af94-4d5a-a,Michael Johnson,1978-01-06,lauren06@franklin.com,282-137-0488x2042,"353 Austin Curve Apt. 041, Lisaville, FL 37486",Suspended,Low,2024-06-09 05:26:34
e61b559f-8ff9-4ed1-9,Timothy Brown,1949-05-24,doylejessica@gmail.com,(303)681-6296,"844 Kristin Keys, Ellisstad, OR 80048",Active,High,2024-06-10 17:53:10
3c263d6a-4f50-4845-9,Michael Garza,1962-04-05,ianwerner@gmail.com,375.738.1595x6540,"596 Bobby Square Suite 539, South Juliefurt, WY 68148",Closed,High,2021-02-19 12:49:33
b4019b62-6cac-4022-8,James Jordan,1961-07-02,nguyenjeffrey@newman.com,(834)537-7890,"39529 Simpson Plains Apt. 563, Williamsberg, FL 13177",Active,High,2020-05-26 09:15:41
4db7b2e3-db7c-4975-8,Deborah Mercado,1952-06-12,ebrown@hotmail.com,001-410-489-2140x79864,"112 Joanna Pike Suite 132, New Alyssa, NC 06760",Active,Medium,2021-08-17 18:12:32
319c4ce2-5240-4fda-9,Michael Andersen,1991-07-31,thomas98@hotmail.com,(473)790-4502x4689,"USS Harrell, FPO AA 24870",Suspended,Medium,2024-12-05 14:39:47
ee5057f4-3892-4c7a-8,Dylan Bullock,1988-07-18,stanleystrickland@gmail.com,+1-904-754-3251x067,"Unit 3342 Box 2542, DPO AE 96161",Closed,High,2022-03-19 19:16:34
b2fd40ae-c88d-4894-a,Rebekah Thomas,1995-07-08,iandrade@hotmail.com,001-522-198-6671x01327,"42334 Paul Ports, East Rogerburgh, IN 09516",Closed,High,2024-09-28 08:47:53
c63afd7d-f402-45ae-9,Michael Moore,1968-12-31,xcarr@perry.biz,8617148884,"12707 Joseph Mews, Humphreybury, AR 29567",Active,Low,2020-12-05 22:34:32
ed32b68a-7c2d-4c2f-8,Jacqueline Kirby,1971-06-21,daniel22@hotmail.com,(948)962-5338x48932,"3532 Brandon Shores, Lake Nicholasfort, OH 83835",Active,Low,2024-03-30 00:08:15
6d9fee20-974c-4629-8,Daniel Dean,2003-11-21,daniel91@kelley.com,(287)111-4011x4718,"USS Berry, FPO AA 65955",Suspended,Low,2021-12-27 14:36:13
5e1235a6-e0d6-4ce8-b,Theresa Smith,2001-04-21,coxpamela@hotmail.com,001-295-919-5318x7382,"5729 Walker Fields, Angelafurt, IA 84105",Active,Low,2020-05-01 23:45:46
b9f7c4d4-882f-4931-9,Emily Mcdaniel,2003-04-19,tammy26@conner.biz,233-692-3611,"880 Landry Place Apt. 588, South Kenneth, KS 48811",Active,Medium,2022-02-01 02:49:20
953d6e9b-a48b-4cf0-9,Caitlin Taylor,1952-10-06,lisanash@ortega-sharp.com,001-154-321-4254x934,"41024 Pedro Mountain Suite 700, South Dawn, MS 24665",Suspended,Medium,2024-08-31 20:49:18
f7dde775-598b-47c4-9,Kristina Williams,1989-01-17,kelly39@levine.com,8169442806,"9576 John Crescent, Joshuamouth, DC 09093",Suspended,Medium,2024-06-18 20:53:10
8d6111ee-becc-41a9-a,Sylvia Roberts,1962-03-15,hunteranna@matthews.com,128.651.1901x598,"8376 Chan Shore, Warrenhaven, VT 26140",Closed,Low,2020-05-09 13:11:26
0d3e74e5-52e1-43e2-8,Laurie Reed,1949-10-08,michael17@yahoo.com,909.786.4039x383,"58020 Bass Canyon, Jasmineview, AZ 50711",Suspended,Medium,2021-02-22 22:01:19
56845829-7173-4a9b-a,Sonya Burton,1978-12-13,ortizsharon@ingram.net,758.029.2970,"6505 Julia Point, Joeport, AL 86494",Suspended,Low,2023-03-10 21:29:14
51b88b1e-6482-4570-a,William Mcclure,1987-02-08,smithmark@yahoo.com,(457)750-2483x067,"78074 White Station, Haynesland, MN 70311",Active,Medium,2022-12-05 07:24:12
1bcc2ffd-7897-4d82-a,Timothy Johnson,1964-07-02,susanmitchell@yahoo.com,+1-748-950-0599x415,"229 Johnson Well, Port Lauraborough, AL 46952",Suspended,Medium,2020-08-16 19:44:49
2ca540c6-1412-4d5f-8,Melissa Rice,2000-06-07,savannahnelson@fleming.biz,+1-309-297-2785x8405,"5991 Cruz Tunnel, Comptonfort, WY 32570",Closed,High,2022-06-15 12:10:46
b8caa8fe-a0bb-451e-9,Angela Sanders,1973-12-29,robertsonstephen@gmail.com,363.721.5902x076,"5446 Lori Flat Suite 295, Smithport, MD 80228",Closed,High,2021-01-27 18:46:29
e2ee4bd0-8377-49a0-a,Matthew Vasquez,2006-03-18,juanwilliams@yahoo.com,998-493-3765x2128,"737 Aguilar Cove Suite 428, Cynthiabury, OR 74874",Closed,Low,2020-10-02 08:14:01
25aa7407-18d2-463e-8,Dylan Daniels,1987-05-11,oscarburch@evans-lawson.com,(105)310-1718x9665,"1765 Thompson Road, Robertfurt, WA 76807",Closed,Low,2022-11-26 15:18:20
06a2cb5b-cecc-4572-8,Elizabeth Wilson,1988-07-05,aguilarmichael@gmail.com,(957)295-9266x4191,"4007 Rita Point, Taylortown, TX 69462",Closed,High,2020-02-29 04:03:44
7064e8d6-e34d-463a-a,Nicole Brown,2003-03-26,susanmiller@yahoo.com,+1-420-883-4805,"79264 Reynolds Plain, Wendytown, NH 04220",Active,Medium,2021-02-05 03:22:42
86294888-a9e9-4cc5-9,Erica Joseph MD,1954-06-09,wardbrandon@hotmail.com,6033937977,"176 Rachel Heights, Johnview, DE 66974",Closed,High,2024-04-30 03:48:58
314c28b0-5540-4ccc-9,Kayla Burns,1980-09-07,mannkim@hotmail.com,371.931.2305,"6306 Adams Trail, Adamstown, VT 68856",Active,High,2021-06-12 03:11:04
